Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles,Deadhead Miles Questionable,Vehicle Hours,Vehicle Hours Questionable,"Vehicle 
Revenue 
Hours",Vehicle Revenue Hours Questionable,Deadhead Hours,Deadhead Hours Questionable,Train Miles,Train Miles Questionable,"Train 
Revenue
Miles",Train Revenue Miles Questionable,Train Hours,Train Hours Questionable,"Train 
Revenue 
Hours",Train Revenue Hours Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Passenger Miles,Passenger Miles Questionable,Directional Route Miles,Directional Route Miles Questionable,Any data questionable
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1221,HR,DO,84,,17,,21.7861,,7.5647,,55.41,,7902585,,8289059,,7857582,,431477,,392039,,360670,,31369,,2073769,,1964430,,98157,,90181,,19984735,,151178900,,49.84,,No
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1221,MG,DO,21,,16,,10.2,,0.9335,,85.9864,,1186114,,1151369,,1122584,,28785,,112879,,110057,,2822,,838798,,817828,,82235,,80179,,9463403,,8834353,,8.5,,No
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1221,DR,PT,369,,0,,11.7707,,12.8813,,1.477,,0,,15250994,,13016158,,2234836,,1326611,,1105810,,220801,,0,,0,,0,,0,,1633236,,21038219,,0,,No
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1221,MB,PT,29,,0,,11.766,,5.14,,7.4455,,71860,,72900,,58477,,14423,,6166,,4970,,1196,,0,,0,,0,,0,,37004,,190201,,223.7,,No
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1221,CB,PT,9,,0,,28.7533,,42.1435,,11.0485,,919531,,906024,,899892,,6132,,33244,,31297,,1947,,0,,0,,0,,0,,345784,,14572565,,142,,No
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1221,MB,DO,709,,0,,11.4688,,6.1702,,23.5175,,28755316,,33913791,,28285507,,5628284,,2721322,,2466292,,255030,,0,,0,,0,,0,,58000998,,357878157,,1874.22,,No
Access Services  ,El Monte,CA,9157,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,1187,DR,PT,608,,0,,14.1056,,11.4742,,1.5988,,0,,27123323,,21702094,,5421229,,1965356,,1538550,,426806,,0,,0,,0,,0,,2459830,,28224505,,0,,No
Access Services  ,El Monte,CA,9157,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996,1187,DT,PT,579,,0,,22.1777,,14.6917,,2.5963,,0,,0,,16092077,,0,,0,,725596,,0,,0,,0,,0,,0,,1883866,,27677286,,0,,No
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,1178,FB,PT,2,,0,,11.5036,,4.0632,,44.1649,,49507,,49178,,49178,,0,,4275,,4275,,0,,0,,0,,0,,0,,188805,,767150,,13.2,,No
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,1178,CR,DO,1167,,181,,32.6724,,26.2954,,41.142,,70698710,,76876675,,68583596,,8293079,,2342278,,2099132,,243146,,10722397,,9525923,,316430,,282235,,86362532,,2270934422,,545.74,,No
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,1178,MB,PT,9,,0,,5.2662,,1.0753,,14.299,,146480,,207825,,146549,,61276,,32364,,27828,,4536,,0,,0,,0,,0,,397913,,427858,,22.1,,No
MTA Bus Company,New York,NY,2188,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,1098,MB,DO,1098,,0,,8.309,,2.8402,,38.05,,27468415,,36870849,,26687971,,10182878,,4003378,,3211943,,791435,,0,,0,,0,,0,,122214328,,347110002,,811.73,,No
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,1096,DR,PT,943,,0,,13.7596,,9.6116,,1.6789,,0,,37833029,,32547558,,5285471,,2692887,,2365443,,327444,,0,,0,,0,,0,,3971230,,38170004,,0,,No
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,1096,DT,PT,153,,0,,15.9627,,9.416,,1.9716,,0,,0,,1167670,,0,,0,,73150,,0,,0,,0,,0,,0,,144219,,1357965,,0,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,DR,DO,65,,0,,17.4485,,9.4483,,2.4683,,0,,1967195,,1707055,,260140,,120951,,97834,,23117,,0,,0,,0,,0,,241482,,2281602,,0,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,MB,DO,388,,0,,13.5126,,4.5043,,15.926,,16234755,,18215214,,16229720,,1985494,,1310286,,1201079,,109207,,0,,0,,0,,0,,19128384,,86159850,,2261.98,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,CR,DO,45,,9,,34.5702,,25.1865,,31.3686,,5560126,,5373696,,5349524,,24172,,158108,,154744,,3364,,1343424,,1337381,,39527,,38686,,4854099,,122257990,,174.46,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,LR,DO,91,,29,,18.7728,,4.9186,,52.4853,,6733470,,6829280,,6732768,,96512,,364269,,358645,,5624,,2961902,,2919013,,163648,,161136,,18823578,,92586564,,93.91,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,VP,DO,405,,0,,36.4837,,36.979,,7.1526,,0,,6449439,,6449439,,0,,176776,,176776,,0,,0,,0,,0,,0,,1264410,,46756678,,0,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,CB,DO,43,,0,,24.4094,,22.6971,,13.2827,,1018918,,1450373,,1017334,,433039,,58131,,41678,,16453,,0,,0,,0,,0,,553595,,12565005,,608.5,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,DR,PT,43,,0,,15.8485,,13.3959,,2.2605,,0,,1296412,,1020072,,276340,,75191,,64364,,10827,,0,,0,,0,,0,,145495,,1949038,,0,,No
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243,1086,MB,PT,6,,0,,13.2145,,4.4565,,4.3258,,210485,,233777,,207349,,26428,,17227,,15691,,1536,,0,,0,,0,,0,,67876,,302492,,862.3,,No
Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208,1064,CR,DO,1064,,141,,30.3859,,22.3444,,49.0973,,42458950,,45743728,,43688918,,2054810,,1488857,,1437803,,51054,,7201311,,6882282,,241536,,233808,,70592215,,1577342949,,975,,No
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,1061,CR,PT,23,,6,,22.4959,,19.6919,,28.9503,,1600867,,1669490,,1630259,,39231,,74198,,72469,,1729,,585899,,572531,,26219,,25607,,2097999,,41313641,,72.3,,No
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,1061,LR,DO,106,,51,,20.8279,,8.109,,60.9812,,10248523,,10323081,,10244288,,78793,,498313,,491854,,6459,,5619101,,5574472,,272477,,268769,,29993849,,243220239,,182.44,,No
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,1061,VP,PT,177,,0,,38.1937,,37.8638,,6.369,,0,,3087735,,3087735,,0,,80844,,80844,,0,,0,,0,,0,,0,,514893,,19495810,,0,,No
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,1061,DT,PT,125,,0,,17.8783,,13.703,,1.7178,,0,,0,,5513890,,0,,0,,308413,,0,,0,,0,,0,,0,,529783,,7259597,,0,,No
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,1061,SR,DO,2,,2,,6.8489,,1.5645,,12.6699,,85776,,85708,,84248,,1460,,12471,,12301,,170,,85708,,84248,,12471,,12301,,155852,,243834,,4.68,,No
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,1061,DR,PT,91,,0,,12.6682,,12.0075,,1.9684,,0,,3540186,,2184728,,1355458,,215791,,172457,,43334,,0,,0,,0,,0,,339471,,4076199,,0,,No
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,1061,MB,DO,537,,0,,12.7056,,3.6706,,14.727,,27650621,,31759260,,27565509,,4193751,,2336877,,2169564,,167313,,0,,0,,0,,0,,31951162,,117278600,,1486.26,,No
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,1036,CR,DO,1036,,114,,31.5488,,28.9189,,48.7634,,67076854,,75811787,,67046480,,8765307,,2381128,,2125167,,255961,,8644444,,7599648,,279356,,249305,,103630405,,2996872220,,638.2,,No
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212,988,MB,DO,477,,0,,7.8128,,2.1487,,56.4373,,14457068,,16933408,,14922469,,2010939,,2063975,,1910010,,153965,,0,,0,,0,,0,,107795832,,231620604,,681.17,,No
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212,988,LR,DO,131,,123,,9.7815,,2.7337,,88.0077,,6213209,,5674906,,5667554,,7352,,583712,,579417,,4295,,3856324,,3849664,,398259,,395030,,50993166,,139398231,,64.4,,No
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212,988,TB,DO,197,,0,,6.2831,,1.4838,,61.0976,,6170772,,5799472,,5481374,,318098,,911972,,872395,,39577,,0,,0,,0,,0,,53301250,,79086719,,163.3,,No
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212,988,CC,DO,27,,27,,1.7966,,1.2555,,42.3167,,486504,,270705,,264247,,6458,,148695,,147083,,1612,,270705,,264247,,148695,,147083,,6224072,,7814503,,8.8,,No
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212,988,DR,PT,132,,0,,7.5771,,6.1698,,1.8317,,0,,2393760,,1968208,,425552,,303471,,259756,,43715,,0,,0,,0,,0,,475786,,2935485,,0,,No
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212,988,SR,DO,24,,24,,5.3771,,1.4286,,63.8735,,673130,,629930,,629009,,921,,117259,,116979,,280,,629930,,629009,,117259,,116979,,7471854,,10674054,,18.7,,No
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,8,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898,964,DT,PT,68,,0,,25.7032,,11.2309,,2.6081,,0,,0,,1262234,,0,,0,,49108,,0,,0,,0,,0,,0,,128081,,1438469,,0,,No
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,8,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898,964,YR,PT,4,,3,,21.7064,,8.4755,,60.1381,,163400,,164106,,161886,,2220,,8475,,7458,,1017,,119409,,117744,,6167,,5405,,448510,,3801325,,29.22,,No
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,8,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898,964,DR,PT,226,,0,,12.8749,,9.1774,,1.8455,,0,,7427995,,6205930,,1222065,,556313,,482017,,74296,,0,,0,,0,,0,,889566,,8163909,,0,,No
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,8,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898,964,MB,DO,550,,0,,11.1085,,4.8768,,30.6704,,20985232,,24595934,,20948228,,3647706,,2041389,,1885784,,155605,,0,,0,,0,,0,,57837802,,282061298,,1315.48,,No
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,8,8,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898,964,LR,DO,116,,58,,14.2385,,5.4257,,63.7094,,8912637,,8921034,,8881841,,39193,,633296,,623791,,9505,,4512220,,4456767,,317642,,312847,,39741354,,215622682,,118.91,,No
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853,939,DR,PT,266,,0,,14.9282,,7.931,,2.3978,,0,,10467316,,9256183,,1211133,,679167,,620046,,59121,,0,,0,,0,,0,,1486771,,11791614,,0,,No
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853,939,MB,DO,614,,0,,13.0703,,4.214,,33.1663,,21076312,,26746334,,21039819,,5706515,,1882127,,1609743,,272384,,0,,0,,0,,0,,53389294,,224980637,,1643.95,,No
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853,939,LR,DO,57,,29,,12.8018,,3.8296,,45.7377,,2173955,,2246992,,2171773,,75219,,174395,,169646,,4749,,1552628,,1477409,,119724,,114991,,7759217,,29714858,,49.64,,No
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853,939,IP,DO,2,,2,,2.3386,,0.1169,,98.5166,,14132,,14132,,14132,,0,,6043,,6043,,0,,14132,,14132,,6043,,6043,,595336,,69569,,0.2,,No
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890,850,CR,PT,20,,4,,38.4148,,24.4917,,54.8127,,571941,,568726,,556323,,12403,,15994,,14482,,1512,,148780,,146062,,4075,,3716,,793798,,19441485,,77.9,,No
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890,850,MB,DO,754,,0,,12.1457,,4.1507,,28.2424,,24746291,,31526740,,24651638,,6875102,,2403372,,2029663,,373709,,0,,0,,0,,0,,57322632,,237929456,,2491.91,,No
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890,850,LR,DO,76,,23,,12.3833,,4.2852,,55.8072,,5050844,,5425674,,5283542,,142132,,447120,,426665,,20455,,1917723,,1858550,,155761,,148150,,23810995,,102035173,,44.26,,No
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419,845,HR,DO,210,,35,,26.5727,,6.8659,,81.239,,22244684,,23242034,,22334168,,907866,,873017,,840494,,32523,,4048337,,3941140,,156056,,149981,,68280860,,468811412,,96.06,,No
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419,845,DR,PT,169,,0,,16.4985,,13.5902,,1.5641,,0,,8829062,,7252423,,1576639,,549914,,439582,,110332,,0,,0,,0,,0,,687537,,9343763,,0,,No
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419,845,MB,DO,466,,0,,12.4135,,4.3723,,27.1843,,26307675,,29809337,,26238748,,3570589,,2275064,,2113732,,161332,,0,,0,,0,,0,,57460309,,251234929,,1613.41,,No
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210,814,DR,PT,110,,0,,19.3215,,12.7941,,1.915,,0,,6871871,,5792814,,1079057,,353091,,299812,,53279,,0,,0,,0,,0,,574135,,7345548,,0,,No
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210,814,DR,DO,108,,0,,17.378,,11.38,,2.1983,,0,,5062680,,4231485,,831195,,288656,,243496,,45160,,0,,0,,0,,0,,535285,,6091539,,0,,No
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210,814,VP,PT,218,,0,,50.7662,,49.1948,,5.5175,,0,,4604849,,4604849,,0,,90707,,90707,,0,,0,,0,,0,,0,,500476,,24620805,,0,,No
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210,814,MB,DO,378,,0,,13.3519,,4.2093,,21.5465,,22181649,,24443426,,22075419,,2368007,,1754801,,1653348,,101453,,0,,0,,0,,0,,35623799,,149949710,,2224,,No
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,794,CB,DO,117,,0,,17.1701,,14.1909,,25.7934,,1682000,,2973737,,1681588,,1292149,,148471,,97937,,50534,,0,,0,,0,,0,,2526126,,35847986,,125.48,,No
City and County of Honolulu Department of Transportation Services,Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459,794,DR,PT,224,,0,,14.703,,11.3532,,2.3315,,0,,8424078,,6848941,,1575137,,545693,,465819,,79874,,0,,0,,0,,0,,1086061,,12330294,,0,,No
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,794,MB,PT,14,,0,,17.448,,13.0322,,9.8065,,466709,,520317,,466281,,54036,,29169,,26724,,2445,,0,,0,,0,,0,,262070,,3415352,,40,,No
City and County of Honolulu Department of Transportation Services,Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459,794,VP,PT,1,,0,,10.0833,,11,,3.9583,,0,,242,,242,,0,,24,,24,,0,,0,,0,,0,,0,,95,,1045,,0,,No
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,794,MB,DO,457,,0,,10.0496,,3.2806,,27.4006,,18434930,,20572111,,18301313,,2270798,,1938858,,1821100,,117758,,0,,0,,0,,0,,49899177,,163699331,,1128.7,,No
City and County of Honolulu Department of Transportation Services,Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459,794,MB,PT,452,,0,,12.923,,4.8886,,47.3905,,18085188,,20999788,,17800292,,3199496,,1511428,,1377408,,134020,,0,,0,,0,,0,,65276018,,319106755,,1059.7,,No
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,794,DR,PT,206,,0,,15.0744,,10.4701,,1.7264,,0,,7838756,,6362064,,1476692,,495253,,422043,,73210,,0,,0,,0,,0,,728631,,7628865,,0,,No
City and County of Honolulu Department of Transportation Services,Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459,794,DT,PT,117,,0,,18.8646,,7.53,,3.1075,,0,,0,,1200694,,0,,0,,63648,,0,,0,,0,,0,,0,,197789,,1489347,,0,,No
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,783,CB,PT,17,,0,,30.2278,,24.505,,25.2929,,343313,,812048,,343297,,468751,,24658,,11357,,13301,,0,,0,,0,,0,,287252,,7039114,,89,,No
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,783,MB,DO,232,,0,,11.707,,4.5128,,29.5698,,9628479,,11279703,,9626387,,1653316,,889932,,822277,,67655,,0,,0,,0,,0,,24314556,,109727324,,366.73,,No
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,783,LR,DO,97,,33,,17.8058,,5.6051,,76.7833,,8596142,,8839806,,8728365,,111441,,504300,,490197,,14103,,3153998,,3114302,,178063,,173101,,37638945,,210971128,,108.4,,No
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,783,DR,PT,174,,0,,17.9097,,10.3809,,2.3715,,0,,6299781,,4805821,,1493960,,358458,,268336,,90122,,0,,0,,0,,0,,636365,,6606027,,0,,No
